origin,destination,search_date,departure_date,days_ahead,price
SSA,FOR,2025-02-10,2025-05-09,88,511.41
SDU,GRU,2024-12-02,2025-01-07,36,287.9
CWB,NAT,2025-08-14,2025-10-31,78,647.6
SDU,CGB,2024-09-28,2024-12-06,69,771.77
BEL,SDU,2024-12-13,2025-01-14,32,492.57
GRU,SSA,2025-03-31,2025-06-05,66,231.16
NAT,BSB,2025-03-02,2025-03-21,19,314.46
POA,GIG,2025-04-12,2025-06-17,66,269.5
POA,GIG,2025-04-06,2025-06-11,66,673.55
CGH,FLN,2025-04-06,2025-06-23,78,561.59
CWB,SSA,2025-09-03,2025-10-29,56,640.21
CGB,CWB,2025-07-25,2025-10-21,88,912.5
BSB,REC,2025-05-26,2025-05-30,4,286.8
GRU,BEL,2025-07-26,2025-08-18,23,532.11
REC,GRU,2024-10-13,2024-11-21,39,779.88
CGB,GRU,2024-12-18,2025-01-24,37,376.98
FOR,POA,2024-10-22,2024-11-16,25,499.51
BEL,CWB,2025-08-20,2025-10-10,51,914.1
POA,CWB,2025-04-09,2025-04-28,19,679.63
REC,GIG,2024-11-21,2024-12-06,15,380.06
BEL,CWB,2024-11-20,2024-12-13,23,303.54
FOR,BSB,2024-11-21,2025-01-24,64,879.33
SSA,GIG,2024-12-01,2025-02-24,85,720.23
CGB,SSA,2025-02-21,2025-03-09,16,991.13
GRU,SSA,2025-05-01,2025-06-26,56,1134.73
NAT,SDU,2025-08-22,2025-10-02,41,455.77
NAT,CWB,2025-01-04,2025-02-16,43,707.13
CWB,POA,2024-10-16,2024-12-19,64,229.73
REC,CGH,2024-11-23,2025-02-09,78,952.57
CGH,SSA,2024-09-23,2024-09-25,2,1415.19
CGB,FOR,2024-09-22,2024-10-10,18,869.36
POA,SDU,2024-12-10,2024-12-24,14,756.19
FOR,CGB,2025-01-23,2025-02-05,13,681.27
GRU,BSB,2025-08-11,2025-10-23,73,460.45
POA,NAT,2025-05-25,2025-08-02,69,702.53
CWB,FOR,2025-07-02,2025-07-21,19,429.89
POA,VCP,2025-05-31,2025-06-01,1,1264.23
FOR,SDU,2025-03-14,2025-03-30,16,893.82
BSB,GIG,2025-07-26,2025-09-07,43,595.8
GRU,VCP,2025-06-09,2025-09-01,84,584.46
REC,BSB,2025-06-01,2025-06-10,9,250.23
GRU,FOR,2025-04-22,2025-05-25,33,776.16
CGH,GRU,2024-10-02,2024-10-03,1,789.78
POA,BSB,2025-05-24,2025-06-15,22,208.64
BEL,CGH,2024-12-14,2025-02-27,75,544.45
SSA,FLN,2025-06-04,2025-08-07,64,226.49
POA,FLN,2024-09-22,2024-12-09,78,716.08
VCP,CGB,2025-08-22,2025-11-17,87,510.52
CGH,SSA,2025-03-17,2025-04-10,24,862.09
FOR,FLN,2025-02-18,2025-04-13,54,501.47
GIG,SDU,2025-08-07,2025-09-23,47,301.2
BSB,NAT,2024-12-11,2024-12-23,12,323.1
CGB,SDU,2024-11-12,2024-11-17,5,681.75
SSA,POA,2025-03-24,2025-04-24,31,446.28
POA,REC,2025-07-11,2025-09-18,69,551.12
CGB,FOR,2025-05-27,2025-06-30,34,401.16
GIG,CGB,2025-02-03,2025-04-28,84,223.35
GIG,REC,2025-06-01,2025-07-22,51,775.4
FLN,GRU,2024-11-08,2025-01-31,84,381.4
GIG,SSA,2025-04-16,2025-06-15,60,466.19
GIG,FLN,2024-11-30,2024-12-26,26,641.27
CGB,VCP,2025-05-24,2025-07-04,41,475.33
FLN,FOR,2025-06-16,2025-08-30,75,249.81
POA,CWB,2025-04-24,2025-07-01,68,731.72
NAT,GRU,2025-05-14,2025-06-06,23,978.74
GRU,REC,2024-12-28,2025-01-13,16,840.53
BEL,VCP,2024-10-05,2024-10-06,1,1043.87
SDU,NAT,2024-12-09,2025-01-20,42,268.05
VCP,FOR,2025-04-04,2025-07-02,89,329.08
POA,GIG,2025-06-29,2025-07-07,8,362.76
POA,NAT,2025-03-15,2025-04-20,36,622.13
VCP,NAT,2024-10-21,2024-11-27,37,967.34
GRU,POA,2025-01-11,2025-02-06,26,933.33
GRU,GIG,2025-07-20,2025-10-04,76,349.12
GIG,FOR,2024-09-21,2024-10-10,19,487.46
FOR,FLN,2025-03-18,2025-06-15,89,744.93
GIG,VCP,2025-08-01,2025-09-18,48,270.3
REC,GIG,2024-10-13,2024-12-03,51,649.04
FOR,CGB,2025-05-19,2025-07-18,60,998.59
GIG,FLN,2025-04-16,2025-06-05,50,514.51
GRU,REC,2025-02-19,2025-03-25,34,403.49
GRU,CGB,2025-01-21,2025-02-09,19,1118.74
REC,NAT,2025-01-13,2025-03-21,67,315.24
GRU,CWB,2025-07-01,2025-09-11,72,331.98
CGH,GIG,2025-05-31,2025-08-19,80,222.84
CWB,GIG,2025-06-21,2025-08-09,49,788.16
CGB,POA,2025-02-13,2025-04-25,71,656.29
FLN,CGB,2025-03-21,2025-05-17,57,755.43
FLN,BEL,2025-08-22,2025-10-26,65,583.27
GRU,CGB,2024-09-27,2024-12-08,72,349.71
CGH,VCP,2024-10-19,2024-12-07,49,425.65
FOR,SSA,2024-12-02,2024-12-17,15,885.97
BSB,NAT,2024-12-31,2025-02-28,59,435.22
SDU,REC,2025-07-07,2025-09-10,65,459.12
CGH,CGB,2025-01-07,2025-01-24,17,988.87
FOR,BSB,2025-06-16,2025-09-11,87,587.62
SDU,SSA,2025-04-04,2025-05-01,27,331.78
FOR,POA,2025-07-01,2025-08-15,45,324.0
CWB,BSB,2025-08-30,2025-09-29,30,678.68
SDU,CGH,2025-01-12,2025-04-11,89,637.96
CGB,GRU,2025-02-16,2025-02-27,11,928.62
NAT,SSA,2025-03-07,2025-04-07,31,719.67
POA,CGH,2025-08-20,2025-09-15,26,329.59
FLN,VCP,2024-11-10,2024-12-15,35,883.33
BSB,POA,2025-03-16,2025-04-17,32,860.31
GRU,NAT,2025-08-10,2025-09-02,23,860.1
GIG,CWB,2025-02-22,2025-05-04,71,707.09
REC,GIG,2024-12-27,2025-01-16,20,1191.35
SSA,SDU,2025-04-01,2025-06-10,70,382.23
BEL,FLN,2025-01-06,2025-01-30,24,558.24
GIG,FOR,2024-11-12,2024-12-08,26,858.61
SSA,SDU,2025-02-19,2025-05-01,71,1085.32
GIG,GRU,2025-01-15,2025-03-21,65,870.89
SDU,VCP,2024-12-16,2025-02-09,55,762.58
GIG,SSA,2025-03-25,2025-03-27,2,1155.57
SSA,BSB,2024-12-14,2024-12-24,10,527.33
CWB,BEL,2025-06-13,2025-07-07,24,928.41
SDU,CGH,2025-07-23,2025-08-06,14,1001.95
NAT,POA,2025-01-04,2025-03-14,69,723.87
BSB,CWB,2025-03-03,2025-03-25,22,1011.28
GIG,POA,2025-02-06,2025-03-17,39,310.13
CGH,SSA,2025-08-29,2025-09-03,5,1199.38
FLN,VCP,2025-01-10,2025-02-04,25,640.32
POA,FOR,2025-07-18,2025-10-13,87,351.52
FOR,POA,2025-07-05,2025-07-09,4,415.55
CGH,SSA,2025-03-08,2025-05-31,84,419.09
GRU,GIG,2025-07-24,2025-10-21,89,223.04
CWB,SDU,2024-10-02,2024-12-04,63,989.66
CGB,POA,2025-01-22,2025-04-17,85,311.34
FLN,GRU,2025-01-22,2025-02-03,12,950.23
CGB,BSB,2025-03-13,2025-05-24,72,373.22
GRU,REC,2025-07-12,2025-09-13,63,262.87
CGH,GRU,2025-08-19,2025-11-17,90,584.12
SDU,GIG,2025-02-09,2025-02-15,6,953.47
VCP,BSB,2024-09-27,2024-10-24,27,663.85
CWB,POA,2025-04-30,2025-06-25,56,1044.59
GIG,CGB,2025-07-05,2025-08-17,43,542.98
SDU,FOR,2025-03-26,2025-05-13,48,947.37
SDU,REC,2025-06-09,2025-07-28,49,1037.56
CGB,SDU,2025-04-24,2025-07-04,71,316.15
BSB,NAT,2025-07-07,2025-07-20,13,838.97
CWB,NAT,2025-04-20,2025-06-25,66,324.17
SSA,CWB,2025-02-14,2025-03-09,23,404.58
CWB,GIG,2024-10-08,2024-12-18,71,345.4
SSA,NAT,2024-09-17,2024-11-04,48,507.38
SDU,GIG,2024-10-26,2024-12-08,43,847.17
SSA,CGH,2025-06-15,2025-08-31,77,770.19
BEL,FOR,2025-06-20,2025-08-06,47,565.28
VCP,POA,2025-06-23,2025-08-22,60,367.81
FOR,BEL,2025-03-05,2025-05-06,62,367.03
CGH,GIG,2025-08-17,2025-08-29,12,397.47
FLN,CGH,2024-10-09,2024-10-13,4,806.92
FOR,CWB,2025-05-22,2025-07-07,46,595.72
CGH,FLN,2025-03-03,2025-05-24,82,776.06
REC,CGB,2024-09-25,2024-11-22,58,987.26
POA,BSB,2025-08-06,2025-08-18,12,368.82
POA,FLN,2025-07-10,2025-09-28,80,323.56
BSB,GIG,2025-06-01,2025-08-16,76,186.46
GIG,CGH,2025-06-30,2025-08-15,46,880.88
FLN,SDU,2024-09-20,2024-10-17,27,541.91
BSB,BEL,2025-05-19,2025-06-12,24,345.4
VCP,CWB,2025-01-25,2025-03-10,44,807.5
FOR,POA,2025-03-07,2025-03-15,8,956.21
POA,SDU,2025-04-25,2025-05-30,35,792.79
SSA,GRU,2024-11-22,2024-11-30,8,363.26
FOR,NAT,2025-04-07,2025-05-04,27,520.39
CGH,VCP,2025-03-10,2025-06-04,86,735.93
SSA,SDU,2025-03-03,2025-05-09,67,552.94
FLN,SDU,2024-09-10,2024-10-16,36,681.79
GIG,SSA,2025-05-02,2025-07-22,81,923.58
FLN,REC,2025-06-12,2025-06-17,5,582.68
SSA,SDU,2024-12-28,2025-01-12,15,933.24
SSA,VCP,2025-04-14,2025-05-10,26,561.04
CGH,BSB,2025-04-08,2025-06-29,82,830.61
CWB,CGH,2025-05-05,2025-07-11,67,680.56
SSA,GRU,2024-12-20,2025-01-22,33,1014.39
NAT,FOR,2024-11-27,2024-12-12,15,218.78
CGH,BEL,2025-02-11,2025-04-26,74,287.55
SDU,CGH,2024-12-20,2025-03-04,74,748.5
VCP,SDU,2025-07-08,2025-07-15,7,558.82
REC,NAT,2025-02-12,2025-04-26,73,410.72
GIG,SSA,2025-08-02,2025-08-21,19,497.0
CGH,FOR,2025-04-24,2025-06-11,48,765.06
REC,SDU,2025-05-30,2025-06-24,25,313.0
GIG,GRU,2024-10-17,2024-11-07,21,627.16
SDU,NAT,2025-08-07,2025-09-24,48,322.59
CWB,FOR,2024-10-12,2024-10-21,9,478.67
NAT,REC,2025-01-10,2025-04-07,87,629.22
CGB,BEL,2025-04-04,2025-04-30,26,599.4
GIG,VCP,2025-01-15,2025-01-23,8,881.09
CGB,BSB,2024-10-11,2024-11-30,50,787.5
GRU,SSA,2025-04-07,2025-06-20,74,724.96
REC,NAT,2025-03-01,2025-03-25,24,728.71
FLN,POA,2025-06-09,2025-08-24,76,1075.96
BEL,SDU,2025-06-22,2025-08-13,52,880.74
CWB,POA,2024-10-14,2024-10-19,5,775.26
GRU,CGB,2025-02-05,2025-03-14,37,730.16
VCP,GRU,2025-08-07,2025-09-07,31,698.84
CGH,BSB,2024-12-24,2024-12-25,1,1200.91
BEL,GRU,2025-01-30,2025-03-06,35,686.55
BSB,VCP,2024-11-19,2024-12-17,28,460.06
SDU,CGB,2025-08-19,2025-10-13,55,954.17
REC,BSB,2025-08-23,2025-11-05,74,498.19
POA,CGH,2024-12-15,2025-03-06,81,681.19
CGB,SSA,2024-09-28,2024-12-17,80,351.97
SDU,SSA,2025-05-01,2025-06-07,37,497.71
POA,CGH,2025-04-17,2025-06-20,64,875.11
NAT,GIG,2024-12-04,2025-01-13,40,218.93
FLN,REC,2025-04-21,2025-05-19,28,788.89
POA,GRU,2025-06-09,2025-08-11,63,346.76
BSB,SSA,2025-07-10,2025-08-01,22,359.53
FOR,SDU,2025-08-18,2025-10-24,67,693.39
BSB,BEL,2025-07-27,2025-08-11,15,281.74
GRU,CWB,2025-02-15,2025-05-10,84,204.0
GIG,FLN,2025-02-04,2025-03-12,36,307.83
BEL,SSA,2025-06-27,2025-09-24,89,564.18
CGB,CGH,2024-09-09,2024-11-17,69,902.04
BEL,BSB,2024-12-26,2025-03-02,66,578.03
CGH,BEL,2025-07-28,2025-07-29,1,467.17
GIG,CWB,2025-01-09,2025-04-09,90,843.35
GRU,CWB,2025-08-08,2025-09-14,37,288.29
CGH,BSB,2025-08-10,2025-09-17,38,680.91
BSB,FOR,2024-12-01,2025-02-02,63,363.71
REC,POA,2024-11-14,2024-12-29,45,989.27
CGH,SDU,2025-03-24,2025-04-28,35,842.18
FLN,BEL,2025-06-18,2025-09-06,80,474.26
VCP,BSB,2024-12-11,2025-01-03,23,836.21
NAT,SSA,2025-02-10,2025-02-11,1,903.39
GIG,GRU,2024-10-12,2025-01-09,89,305.56
CWB,VCP,2025-05-14,2025-07-16,63,407.61
FLN,CWB,2024-11-26,2024-12-14,18,258.12
POA,BSB,2024-12-10,2025-01-22,43,930.44
CWB,POA,2025-06-20,2025-08-29,70,384.82
FLN,SDU,2025-06-23,2025-08-23,61,212.14
GIG,NAT,2025-06-20,2025-07-02,12,441.79
GRU,FOR,2025-02-14,2025-02-15,1,1651.9
FOR,SDU,2025-05-02,2025-05-11,9,644.71
CWB,REC,2025-02-17,2025-05-11,83,397.71
REC,VCP,2025-08-15,2025-09-01,17,575.76
SSA,CGH,2025-02-21,2025-03-01,8,812.67
NAT,BSB,2024-12-10,2025-01-23,44,631.65
BSB,POA,2025-01-30,2025-02-08,9,334.33
FLN,CWB,2025-03-07,2025-03-28,21,789.71
POA,CGH,2025-01-21,2025-03-02,40,744.91
NAT,GIG,2025-07-20,2025-07-22,2,725.37
BSB,NAT,2025-05-27,2025-06-05,9,551.94
CWB,VCP,2024-10-28,2024-11-03,6,483.75
POA,BEL,2025-01-08,2025-02-09,32,835.0
SSA,CGH,2025-01-23,2025-01-27,4,850.44
POA,SDU,2025-07-05,2025-08-26,52,351.19
CWB,POA,2024-11-16,2025-01-07,52,865.68
VCP,GIG,2025-07-07,2025-08-28,52,611.24
CGH,SDU,2024-12-20,2025-02-16,58,474.42
CGH,NAT,2024-11-30,2025-01-02,33,466.01
FLN,CGB,2025-01-13,2025-03-24,70,454.97
REC,GRU,2025-01-26,2025-03-15,48,683.4
BEL,FLN,2025-02-19,2025-03-24,33,481.35
SSA,BEL,2025-05-08,2025-05-25,17,465.37
GRU,CWB,2024-09-13,2024-11-15,63,1092.85
SSA,FLN,2024-11-13,2025-01-02,50,799.48
POA,REC,2025-06-21,2025-08-26,66,523.17
BSB,CGH,2025-04-01,2025-05-16,45,696.48
BSB,POA,2025-01-01,2025-01-02,1,1401.33
CWB,GRU,2024-12-10,2025-01-12,33,670.99
SDU,VCP,2025-01-26,2025-01-28,2,887.11
GIG,REC,2025-01-31,2025-03-13,41,743.53
CGH,VCP,2025-05-01,2025-05-27,26,643.11
GIG,BSB,2025-07-05,2025-08-31,57,730.84
SSA,POA,2024-09-08,2024-10-09,31,183.87
NAT,CGH,2025-08-15,2025-09-04,20,206.5
FOR,POA,2025-02-07,2025-02-22,15,833.54
SDU,CGB,2024-11-12,2024-12-09,27,746.65
CGB,CGH,2024-12-12,2025-02-05,55,474.36
SDU,VCP,2024-12-25,2024-12-29,4,251.08
FLN,CWB,2024-09-30,2024-12-15,76,770.57
CGH,CWB,2025-08-01,2025-08-17,16,616.43
CGB,POA,2025-03-17,2025-05-16,60,567.62
BSB,GRU,2025-08-17,2025-08-24,7,464.71
CGH,FLN,2025-01-08,2025-04-01,83,620.21
FOR,CGH,2025-03-04,2025-04-05,32,239.28
FOR,GRU,2025-03-09,2025-04-16,38,872.72
GIG,SSA,2024-10-27,2024-12-22,56,748.02
REC,GIG,2025-08-06,2025-10-16,71,1100.08
CGH,GRU,2024-10-23,2024-12-02,40,625.27
GIG,POA,2025-03-06,2025-05-29,84,650.96
NAT,SSA,2024-10-12,2024-12-22,71,798.51
NAT,FOR,2025-07-05,2025-08-28,54,772.76
CGH,FLN,2024-11-27,2024-12-09,12,190.09
GRU,GIG,2024-10-17,2024-11-13,27,200.45
POA,CGH,2024-11-15,2024-12-10,25,599.91
BSB,CGB,2025-06-08,2025-06-20,12,727.48
POA,SDU,2025-01-18,2025-02-28,41,741.9
CGB,BSB,2025-06-20,2025-06-23,3,858.39
REC,CGH,2024-11-17,2024-11-25,8,426.88
POA,REC,2025-05-16,2025-07-18,63,892.89
FLN,GIG,2025-02-25,2025-04-21,55,900.65
BEL,CGB,2025-02-21,2025-05-10,78,556.52
POA,NAT,2024-12-31,2025-03-23,82,1010.89
REC,SDU,2024-09-16,2024-11-06,51,448.94
FLN,CGB,2025-06-12,2025-08-12,61,532.6
CWB,VCP,2025-03-17,2025-04-16,30,831.41
FLN,BEL,2025-03-17,2025-04-30,44,300.66
SSA,CGH,2025-06-17,2025-07-09,22,259.78
SSA,CGB,2024-11-03,2024-12-21,48,350.52
CGB,NAT,2024-11-04,2024-12-01,27,710.45
BSB,POA,2025-06-01,2025-07-31,60,385.29
FOR,BEL,2025-08-23,2025-09-09,17,484.7
REC,FOR,2025-03-05,2025-03-23,18,1127.97
FLN,SSA,2025-02-13,2025-03-08,23,266.54
CGH,BEL,2025-04-28,2025-06-06,39,278.91
VCP,SSA,2025-02-27,2025-04-24,56,742.35
FOR,CGH,2024-12-17,2025-02-26,71,723.62
GIG,VCP,2025-01-15,2025-02-26,42,327.58
CWB,CGB,2024-11-10,2025-02-01,83,1040.73
BSB,CWB,2024-11-12,2024-12-30,48,754.38
CGH,GIG,2025-06-14,2025-09-12,90,553.9
NAT,FLN,2025-04-16,2025-06-11,56,884.44
BEL,BSB,2025-07-19,2025-10-06,79,721.53
SSA,VCP,2025-04-16,2025-07-11,86,232.43
POA,VCP,2025-01-19,2025-02-10,22,623.23
VCP,FLN,2025-01-10,2025-03-25,74,593.0
FOR,CWB,2025-02-13,2025-03-27,42,719.82
CGH,VCP,2024-09-26,2024-12-22,87,999.94
CGB,BEL,2024-12-29,2025-03-16,77,200.63
VCP,GIG,2025-06-25,2025-08-15,51,672.55
POA,FLN,2025-05-09,2025-06-12,34,784.63
CWB,BSB,2025-08-23,2025-09-10,18,1084.23
BEL,SSA,2025-07-19,2025-09-22,65,533.11
NAT,POA,2024-11-24,2024-11-25,1,632.86
POA,SDU,2025-04-04,2025-06-22,79,716.79
REC,GRU,2024-12-19,2025-02-05,48,390.58
NAT,CGH,2024-09-12,2024-10-26,44,610.66
BSB,CWB,2024-12-06,2024-12-21,15,487.85
FLN,SDU,2025-05-27,2025-07-21,55,710.13
SDU,BEL,2024-11-10,2025-01-08,59,295.88
BSB,CGB,2024-12-25,2025-01-29,35,592.66
VCP,POA,2024-10-21,2024-12-14,54,868.25
CGH,BEL,2024-09-25,2024-11-29,65,363.84
FOR,VCP,2025-05-27,2025-08-02,67,820.6
NAT,FLN,2025-04-25,2025-04-30,5,905.05
BSB,GRU,2025-02-04,2025-02-08,4,948.43
GIG,CGH,2025-01-04,2025-02-28,55,535.4
FOR,FLN,2024-10-13,2024-11-04,22,903.73
FLN,NAT,2025-05-02,2025-07-06,65,432.87
CWB,SDU,2024-12-22,2025-02-08,48,746.95
CGB,NAT,2025-02-08,2025-02-23,15,464.76
GIG,SDU,2025-03-25,2025-06-19,86,664.8
BSB,CGB,2025-07-27,2025-08-23,27,716.25
CGH,BEL,2025-04-21,2025-05-10,19,818.64
FLN,BEL,2024-11-17,2024-12-26,39,604.99
VCP,BSB,2025-06-23,2025-08-06,44,479.59
SDU,FLN,2025-02-28,2025-05-22,83,858.35
POA,BSB,2025-06-14,2025-08-16,63,269.99
GIG,FLN,2025-05-18,2025-08-10,84,844.14
FLN,POA,2025-02-22,2025-05-18,85,204.46
SSA,NAT,2024-11-09,2025-01-16,68,398.98
CGB,CGH,2025-04-23,2025-05-25,32,627.87
BEL,BSB,2025-03-20,2025-05-13,54,1035.46
REC,FLN,2025-01-25,2025-03-09,43,740.18
VCP,NAT,2025-03-30,2025-05-30,61,536.67
SSA,NAT,2025-04-12,2025-05-09,27,398.57
FOR,BSB,2025-02-08,2025-04-06,57,226.36
CGH,VCP,2025-08-31,2025-09-08,8,535.32
CGH,POA,2025-01-14,2025-04-13,89,443.84
BSB,NAT,2024-11-19,2025-01-18,60,646.41
REC,CWB,2025-02-11,2025-05-03,81,636.87
FOR,POA,2025-05-22,2025-06-03,12,589.65
BEL,CWB,2025-06-02,2025-08-08,67,879.54
SSA,FLN,2025-02-09,2025-03-13,32,405.65
BSB,POA,2025-05-23,2025-07-01,39,883.03
CGB,BSB,2024-10-22,2024-11-09,18,830.28
GRU,CWB,2025-08-10,2025-09-20,41,492.98
VCP,BEL,2025-07-19,2025-08-29,41,224.54
SSA,BSB,2025-03-28,2025-04-13,16,825.1
SSA,CWB,2024-10-03,2024-12-24,82,706.3
VCP,GRU,2025-05-13,2025-05-27,14,752.2
VCP,BEL,2025-08-12,2025-09-10,29,715.79
REC,BSB,2025-01-26,2025-02-16,21,417.06
VCP,BSB,2024-11-09,2024-12-24,45,485.83
POA,CWB,2025-03-22,2025-05-17,56,515.41
SSA,GRU,2024-10-06,2024-11-28,53,363.84
GRU,SSA,2025-01-26,2025-02-09,14,1045.18
GRU,SDU,2025-08-02,2025-10-05,64,407.85
CGH,GRU,2024-12-01,2024-12-09,8,494.59
POA,BEL,2025-05-02,2025-05-29,27,1127.22
CWB,SDU,2025-03-07,2025-04-14,38,774.31
VCP,NAT,2025-05-18,2025-07-25,68,1091.33
REC,VCP,2025-03-14,2025-03-18,4,572.5
GIG,VCP,2024-10-10,2024-11-04,25,247.41
BSB,REC,2025-01-12,2025-02-11,30,1091.8
GRU,GIG,2024-11-07,2025-02-01,86,220.94
FOR,NAT,2025-05-08,2025-07-17,70,297.11
POA,SSA,2025-06-17,2025-08-28,72,604.94
GRU,FLN,2024-10-26,2024-12-24,59,350.03
CWB,SSA,2025-06-03,2025-08-09,67,195.52
CWB,FOR,2025-06-26,2025-07-02,6,596.85
BEL,GIG,2025-06-17,2025-06-18,1,900.06
SDU,BSB,2024-12-14,2025-01-06,23,463.84
FLN,POA,2024-10-17,2024-10-26,9,580.92
BEL,NAT,2024-12-22,2025-02-08,48,393.1
BEL,NAT,2025-04-20,2025-06-12,53,288.81
POA,VCP,2024-11-21,2024-12-12,21,961.43
POA,SSA,2025-06-28,2025-08-25,58,445.87
GIG,POA,2025-08-04,2025-09-27,54,1089.5
FOR,CGH,2025-02-28,2025-03-14,14,748.93
GIG,BEL,2025-06-21,2025-08-28,68,858.37
FLN,CWB,2024-09-28,2024-12-21,84,987.55
VCP,SSA,2025-06-21,2025-07-31,40,231.33
REC,CWB,2024-12-02,2025-01-05,34,737.12
GIG,REC,2025-04-07,2025-05-26,49,329.32
BEL,VCP,2025-08-23,2025-11-17,86,887.06
GRU,CGB,2024-09-29,2024-10-28,29,1064.21
REC,BEL,2024-09-17,2024-12-08,82,801.19
CWB,GIG,2024-10-29,2024-12-18,50,296.74
GIG,FLN,2024-11-14,2024-11-29,15,202.46
POA,CWB,2025-05-23,2025-07-01,39,813.48
VCP,GRU,2025-09-01,2025-09-02,1,890.5
SDU,CWB,2024-10-31,2025-01-13,74,626.0
CWB,BSB,2024-11-04,2024-11-07,3,250.97
SSA,GRU,2024-11-23,2025-01-13,51,562.5
GRU,REC,2024-09-17,2024-12-13,87,1001.22
GIG,POA,2025-02-03,2025-02-26,23,411.31
POA,SDU,2024-11-04,2024-12-20,46,478.5
FLN,CWB,2025-03-23,2025-06-19,88,715.91
FLN,GIG,2025-04-25,2025-06-15,51,178.79
CWB,BEL,2025-04-17,2025-07-04,78,204.14
SSA,BSB,2024-11-14,2024-12-02,18,306.97
FLN,BSB,2025-06-15,2025-09-02,79,1126.06
GIG,REC,2024-10-23,2024-12-03,41,816.15
NAT,VCP,2025-03-30,2025-06-03,65,656.6
POA,BEL,2024-09-28,2024-12-17,80,487.82
NAT,CGH,2024-11-17,2024-11-24,7,417.25
CGB,BEL,2025-06-13,2025-07-29,46,424.25
GIG,FLN,2024-12-25,2025-01-07,13,1107.9
POA,BSB,2024-09-21,2024-11-13,53,337.3
REC,BEL,2024-09-12,2024-11-30,79,911.62
REC,GIG,2025-05-10,2025-05-24,14,411.31
FLN,FOR,2025-05-01,2025-07-18,78,569.55
CWB,POA,2025-03-06,2025-03-17,11,714.38
SSA,CGB,2024-12-07,2025-01-20,44,667.04
FOR,POA,2025-01-18,2025-02-03,16,1015.27
BSB,CGB,2025-04-13,2025-06-07,55,1020.99
CGH,GIG,2024-12-05,2025-02-26,83,522.2
GRU,POA,2025-04-06,2025-05-18,42,178.36
GIG,SDU,2025-04-10,2025-07-09,90,453.73
BSB,NAT,2025-02-28,2025-03-05,5,402.49
POA,CGB,2025-05-21,2025-08-15,86,233.06
NAT,SDU,2024-12-15,2025-03-08,83,959.79
CGB,GRU,2025-08-04,2025-10-03,60,804.99
GRU,SSA,2024-10-07,2024-12-29,83,264.51
SSA,CGH,2025-03-12,2025-05-12,61,756.66
POA,CGB,2025-03-12,2025-04-07,26,1183.7
VCP,REC,2025-04-12,2025-04-13,1,1773.39
BSB,FLN,2025-08-23,2025-10-27,65,436.63
VCP,BSB,2025-08-03,2025-08-10,7,389.1
SSA,FLN,2025-01-12,2025-01-22,10,544.38
FOR,POA,2025-07-19,2025-09-23,66,870.99
CGB,CGH,2024-11-05,2024-11-16,11,807.58
FLN,CGH,2025-07-02,2025-08-06,35,552.32
CGH,GRU,2025-06-09,2025-07-20,41,233.76
GIG,CGB,2024-11-14,2024-12-08,24,928.79
FOR,POA,2024-11-24,2024-11-28,4,214.56
CWB,GIG,2024-12-10,2025-02-10,62,341.6
CGH,REC,2024-09-22,2024-11-29,68,241.51
POA,CWB,2025-04-28,2025-07-13,76,460.56
BSB,POA,2025-05-15,2025-07-20,66,263.39
FOR,VCP,2025-07-06,2025-08-10,35,449.45
REC,NAT,2024-09-24,2024-11-26,63,612.71
VCP,BEL,2025-08-23,2025-10-23,61,1034.97
GIG,NAT,2025-08-29,2025-10-23,55,807.54
BSB,POA,2024-10-23,2024-11-14,22,998.86
GIG,CWB,2025-08-11,2025-11-03,84,402.34
NAT,BSB,2025-06-04,2025-07-30,56,391.68
GIG,SDU,2025-05-17,2025-07-01,45,676.66
SDU,CGH,2025-08-01,2025-09-14,44,427.75
GIG,CGB,2024-11-22,2025-02-15,85,740.7
NAT,POA,2025-04-17,2025-07-05,79,459.37
CGB,FLN,2025-04-12,2025-05-21,39,882.75
POA,SSA,2025-08-23,2025-09-22,30,704.45
SSA,VCP,2024-11-24,2024-12-02,8,719.14
SDU,REC,2024-10-06,2024-11-21,46,287.6
FLN,GRU,2025-08-28,2025-09-20,23,788.46
SSA,NAT,2024-12-19,2025-02-27,70,284.46
GIG,CGB,2025-02-02,2025-02-20,18,625.81
SSA,REC,2025-07-24,2025-09-22,60,676.29
SDU,GRU,2025-07-29,2025-10-02,65,526.75
BEL,SDU,2024-11-15,2024-12-31,46,864.67
CGH,VCP,2025-02-09,2025-03-13,32,994.11
GIG,FOR,2024-11-26,2025-02-24,90,852.68
FLN,FOR,2025-05-12,2025-05-29,17,917.27
BSB,BEL,2024-09-11,2024-11-29,79,637.46
SSA,POA,2025-09-05,2025-12-04,90,734.87
FLN,CGH,2024-12-08,2024-12-12,4,782.02
FLN,CWB,2025-02-27,2025-05-13,75,649.74
FOR,FLN,2025-01-30,2025-03-24,53,557.58
CGB,SDU,2025-04-15,2025-06-16,62,836.45
NAT,FLN,2025-06-03,2025-08-08,66,962.69
CGH,BEL,2025-02-19,2025-05-05,75,1036.12
NAT,VCP,2025-01-14,2025-04-13,89,570.05
CGB,SDU,2025-03-10,2025-06-02,84,287.72
SSA,FOR,2025-06-13,2025-09-06,85,761.68
FLN,REC,2025-04-16,2025-04-24,8,633.01
